Word,Sum,Number,Weight
сговорчивый,1,1,1.0
сгодиться,1.333333333333333,2.0,0.6666666666666665
сгорать от стыда,-1,1,-1.0
сгорать со стыда,-1,1,-1.0
сгубить,-1,1,-1.0
сгустить краски,-1,1,-1.0
сдавать позиции,-1,1,-1.0
сдавать свои позиции,-1,1,-1.0
сдать позиции,-1,1,-1.0
сдать свои позиции,-1,1,-1.0
сдвурушничать,-1,1,-1.0
сделанный кое-как,-1,1,-1.0
сделано не было,-1,1,-1.0
сделать как надо,1,1,1.0
сделать не так,-1,1,-1.0
сдержанность,1,1,1.0
сдержанный,1,1,1.0
сдержать обещание,1,1,1.0
сдрейфить,-1,1,-1.0
сдружиться,1,1,1.0
сдуреть,-1,1,-1.0
себялюбец,-1,1,-1.0
себялюбивый,-1,1,-1.0
себялюбие,-1,1,-1.0
себялюбка,-1,1,-1.0
сегрегационный,-1,1,-1.0
сегрегация,-1,1,-1.0
сейсмические толчки,-1,1,-1.0
сейсмоактивный,-1,1,-1.0
сексапильность,1,1,1.0
сексапильный,1,1,1.0
секси,1,1,1.0
сексизм,-1,1,-1.0
секс-скандал,-1,1,-1.0
сексуальность,0.666666666666667,3.0,0.22222222222222232
сексуальный,0.0,3.0,0.0
семь пядей во лбу,1,1,1.0
сентиментализм,0.0,2.0,0.0
сентиментальность,0,1,0.0
сентиментальный,-2.0,5.0,-0.4
сепаратизм,-1,1,-1.0
сепаратист,-1,1,-1.0
сепаратистка,-1,1,-1.0
сепаратистский,-1.0,2.0,-0.5
серая схема,-1,1,-1.0
сердечник,-1.0,3.0,-0.3333333333333333
сердечница,-1,1,-1.0
сердечное влечение,1,1,1.0
сердечность,2.0,2.0,1.0
сердечный приступ,-1,1,-1.0
сердечный,4.222222222222221,6.0,0.7037037037037036
сердитость,-1,1,-1.0
сердитый,-2.0,2.0,-1.0
сердиться,-2.0,2.0,-1.0
сердце кровью обливается,-1,1,-1.0
сердце прихватило,-1,1,-1.0
сердце радуется,1,1,1.0
середина нулевых,0,1,0.0
серенький,-1.0,2.0,-0.5
серость,-1.666666666666667,3.0,-0.5555555555555557
серчать,-1,1,-1.0
серый,-3.142857142857143,5.0,-0.6285714285714286
серьезная натяжка,-1,1,-1.0
серьезно задуматься,1,1,1.0
серьезно настроенный,1,1,1.0
серьезность положения,-1,1,-1.0
серьезность ситуации,-1,1,-1.0
серьезность,1.0,4.0,0.25
серьезный по содержанию,1,1,1.0
серьезный,1.0,4.0,0.25
сесть на мель,-1,1,-1.0
сетование,-1,1,-1.0
сетовать,-1.333333333333333,2.0,-0.6666666666666665
сжечь,-2.0,3.0,-0.6666666666666666
сживаться,1,1,1.0
сжигание,-1.0,2.0,-0.5
сжиться,1,1,1.0
сжульничать,-1,1,-1.0
сивуха,-1,1,-1.0
сивушный,-1,1,-1.0
сидеть без дела,-1,1,-1.0
сидеть без света,-1,1,-1.0
сидеть сложа руки,-1,1,-1.0
сизо,-1,1,-1.0
силовое подавление,-1,1,-1.0
силой задержать,-1,1,-1.0
силой захватить,-1,1,-1.0
сильная воля,1,1,1.0
сильная сторона,1,1,1.0
сильно набраться,-1,1,-1.0
сильное желание,0,1,0.0
сильное падение,-1,1,-1.0
сильный характер,1,1,1.0
симпатизировать,2.5555555555555562,3.0,0.8518518518518521
симпатичность,1,1,1.0
симпатичный,2.0,2.0,1.0
симпатия,6.666666666666667,7.0,0.9523809523809524
симпатяга,1,1,1.0
симпотичный,1,1,1.0
синдром хронической усталости,-1,1,-1.0
синусит,-1,1,-1.0
синяк,-1,1,-1.0
сионизм,-1,1,-1.0
сионист,-1.25,2.0,-0.625
сионистический,-1,1,-1.0
сионистка,-1,1,-1.0
сионистский,-1.333333333333333,2.0,-0.6666666666666665
сип,-1.0,2.0,-0.5
сипение,-1,1,-1.0
сипеть,-1,1,-1.0
сиплость,-1,1,-1.0
сиплый,-1,1,-1.0
сипнуть,-1,1,-1.0
сирота,-1,1,-1.0
сиротеть,-1,1,-1.0
сиротка,-1,1,-1.0
сиротский,-1,1,-1.0
сиротство,-2.0,2.0,-1.0
сисястый,1,1,1.0
ситуация под контролем,1,1,1.0
сифилис,-2.11111111111111,2.0,-1.055555555555555
сифилитический,-1,1,-1.0
скабрезность,-1,1,-1.0
скабрезный,-1,1,-1.0
сказануть,-1,1,-1.0
сказка,1.0,2.0,0.5
сказочность,1,1,1.0
сказочный,1.0,2.0,0.5
скандал,-3.0,3.0,-1.0
скандалист,-1,1,-1.0
скандалистка,-1,1,-1.0
скандалить,-1,1,-1.0
скандальность,-2.0,2.0,-1.0
скандальный,-4.0,4.0,-1.0
скандальчик,-1,1,-1.0
скаред,-1,1,-1.0
скареда,-1,1,-1.0
скаредник,-1,1,-1.0
скаредничать,-1,1,-1.0
скаредность,-1,1,-1.0
скаредный,-1,1,-1.0
скатертью дорожка,-1,1,-1.0
скачок в развитии,1,1,1.0
скачок цен,-1,1,-1.0
сквалыга,-1,1,-1.0
сквалыжник,-1,1,-1.0
сквалыжница,-1,1,-1.0
сквалыжничать,-1,1,-1.0
сквалыжнический,-1,1,-1.0
сквернословие,-1,1,-1.0
сквернословить,-1,1,-1.0
скверный,-3.33333333333333,3.0,-1.11111111111111
сквозняк,-1,1,-1.0
скепсис,-1,1,-1.0
скептик,-1.6,2.0,-0.8
скептицизм,-1,1,-1.0
скептический,-1.75,2.0,-0.875
скептичность,-1,1,-1.0
скептичный,-1,1,-1.0
скидочка,1,1,1.0
скинхед,-1.666666666666667,2.0,-0.8333333333333335
скинхэд,-1,1,-1.0
скисать,-2.0,2.0,-1.0
скиснуть,-2.0,2.0,-1.0
склероз,-1,1,-1.0
склерозный,-1,1,-1.0
склеротик,-1,1,-1.0
склеротический,-1,1,-1.0
склеротичка,-1,1,-1.0
склока,-1,1,-1.0
склочничать,-1,1,-1.0
склочничество,-1,1,-1.0
склочный,-1,1,-1.0
скованность,-1,1,-1.0
скованный,-1,1,-1.0
скользкий,-2.0,2.0,-1.0
скользкость,-2.0,2.0,-1.0
скомпрометировать,-1,1,-1.0
сконфузиться,-1,1,-1.0
сконцентрировать усилия,1,1,1.0
скоординировать действия,1,1,1.0
скоординировать работу,1,1,1.0
скопидом,-1,1,-1.0
скопидомка,-1,1,-1.0
скопидомничать,-1,1,-1.0
скопидомнический,-1,1,-1.0
скопидомничество,-1,1,-1.0
скопидомский,-1,1,-1.0
скопидомство,-1,1,-1.0
скопидомствовать,-1,1,-1.0
скорая помощь,0,1,0.0
скорбеть,-2.0,2.0,-1.0
скорбность,-1,1,-1.0
скорбный,-7.0,7.0,-1.0
скорбь,-8.0,8.0,-1.0
скоропалительность,-1,1,-1.0
скоропалительный,-2.0,2.0,-1.0
скоропостижность,-1,1,-1.0
скоропостижный,-1.666666666666667,2.0,-0.8333333333333335
скоропреходящий,-1,1,-1.0
скороспелость,0.0,2.0,0.0
скороспелый,0.0,2.0,0.0
скотина,-1.666666666666667,3.0,-0.5555555555555557
скрепя сердце,-1,1,-1.0
скромнейший,1,1,1.0
скромник,1,1,1.0
скромница,1,1,1.0
скромничать,0,1,0.0
скромность,-0.5,7.0,-0.07142857142857142
скромный,1.6,5.0,0.32
скромняга,1,1,1.0
скрупулезность,1,1,1.0
скрупулезный,1.666666666666667,2.0,0.8333333333333335
скрытная мобилизация,0,1,0.0
скрытность,-1.0,2.0,-0.5
скрытный,-1.0,2.0,-0.5
скрытость,0,1,0.0
скрытый,0,1,0.0
скряга,-1,1,-1.0
скряжничать,-1,1,-1.0
скряжнический,-1,1,-1.0
скряжничество,-1,1,-1.0
скудеть,-1,1,-1.0
скуднеть,-1,1,-1.0
скудность,-1,1,-1.0
скудный,-1.666666666666667,2.0,-0.8333333333333335
скудость,-1,1,-1.0
скудоумие,-2.33333333333333,2.0,-1.166666666666665
скудоумный,-1,1,-1.0
скука,-1.7777777777777781,2.0,-0.8888888888888891
скукота,-1,1,-1.0
скукотища,-1,1,-1.0
скулеж,-1,1,-1.0
скулить,-1,1,-1.0
скупать голоса,-1,1,-1.0
скупердяй,-1,1,-1.0
скупердяйка,-1,1,-1.0
скупердяйничать,-1,1,-1.0
скупердяйский,-1,1,-1.0
скупердяйство,-1,1,-1.0
скупец,-1,1,-1.0
скупить голоса,-1,1,-1.0
скупиться,-1,1,-1.0
скупка голосов,-1,1,-1.0
скупой на проявление чувств,-1,1,-1.0
скупой на чувства,-1,1,-1.0
скупой на эмоции,-1,1,-1.0
скупой,-3.0,3.0,-1.0
скупость,-2.0,2.0,-1.0
скучать,-1,1,-1.0
скучашка,-1,1,-1.0
скученность,-1,1,-1.0
скученный,-1,1,-1.0
скучноватый,-2.0,2.0,-1.0
скучность,-1,1,-1.0
скучный,-3.0,3.0,-1.0
слабак,-1,1,-1.0
слабачка,-1,1,-1.0
слабенький,-3.0,5.0,-0.6
слабо натянутый,0,1,0.0
слабоватый,-2.0,2.0,-1.0
слабовидящий,-1,1,-1.0
слабоволие,-1,1,-1.0
слабовольный,-1,1,-1.0
слабое место,-1,1,-1.0
слабонервность,-1,1,-1.0
слабонервный,-2.33333333333333,2.0,-1.166666666666665
слаборазвитость,-1,1,-1.0
слаборазвитый,-2.0,2.0,-1.0
слабосильный,-1,1,-1.0
слабослышащий,-1,1,-1.0
слабость,-1.0,7.0,-0.14285714285714285
слабоумие,-1,1,-1.0
слабоумный,-1,1,-1.0
слабохарактерность,-1,1,-1.0
слабохарактерный,-1,1,-1.0
слабый,-3.833333333333333,6.0,-0.6388888888888888
слава гремит,1,1,1.0
славить,1,1,1.0
славиться,1,1,1.0
славный,2.0,2.0,1.0
славословие,1,1,1.0
славословить,1,1,1.0
сладкий вкус,1,1,1.0
сладкий,0.888888888888889,4.0,0.22222222222222224
сладковатый,0,1,0.0
сладостность,1,1,1.0
сладостный,1,1,1.0
сладострастие,-1,1,-1.0
сладострастность,-1,1,-1.0
сладострастный,-1,1,-1.0
сладость,0.5,4.0,0.125
сладчайший,2.0,2.0,1.0
слаженность,1,1,1.0
слаженный,1,1,1.0
сластолюбивый,-1,1,-1.0
сластолюбие,-1,1,-1.0
слащавость,-1,1,-1.0
слащавый,-2.0,2.0,-1.0
след простыл,-1,1,-1.0
следственный изолятор,-1,1,-1.0
слежка,-1,1,-1.0
слезиться,-1,1,-1.0
слезливость,-1,1,-1.0
слезливый,-1.666666666666667,2.0,-0.8333333333333335
слезный,-1.0,2.0,-0.5
слепнуть,-1,1,-1.0
слепо выполняющий,-1,1,-1.0
слепо исполняющий,-1,1,-1.0
слепой,-3.666666666666667,4.0,-0.9166666666666667
слепота,-2.0,2.0,-1.0
слив информации,-1,1,-1.0
сливать информацию,-1,1,-1.0
сливки общества,1,1,1.0
слить информацию,-1,1,-1.0
слишком дешевый,-1,1,-1.0
слишком низкая цена,-1,1,-1.0
словоблудие,-1,1,-1.0
сложно воспринимать,-1,1,-1.0
сложно договариваться,-1,1,-1.0
сложно договориться,-1,1,-1.0
сложно найти,-1,1,-1.0
сложно оторваться,1,1,1.0
сложно поверить,-1,1,-1.0
сложности,-1,1,-1.0
сложность,-1.333333333333333,3.0,-0.44444444444444436
сложный для выполнения,-1,1,-1.0
сложный для исполнения,-1,1,-1.0
сложный по характеру,-1,1,-1.0
сложный,-0.5,3.0,-0.16666666666666666
сломать стереотипы,1,1,1.0
служба безопасности,0,1,0.0
служба по контролю за оборотом наркотиков,0,1,0.0
слукавить,-1,1,-1.0
случай возгорания,-1,1,-1.0
случай заслуживает,0,1,0.0
случился облом,-1,1,-1.0
слюни,-1,1,-1.0
слюнтяй,-1,1,-1.0
слюнтяйка,-1,1,-1.0
слюнтяйский,-1,1,-1.0
слякотный,-1,1,-1.0
слякоть,-1,1,-1.0
слямзить,-1,1,-1.0
смазанный жиром,0,1,0.0
смазанный маслом,0,1,0.0
смазанный салом,0,1,0.0
смазать жиром,0,1,0.0
смазать маслом,0,1,0.0
смазать салом,0,1,0.0
смазливый,-1,1,-1.0
смайл,1,1,1.0
смайлик,1,1,1.0
смакование,0,1,0.0
смаковать,0.5,2.0,0.25
смекалистость,1,1,1.0
смекалистый,1,1,1.0
смекалка,1,1,1.0
смелость,2.33333333333333,2.0,1.166666666666665
смелый,1,1,1.0
смердеть,-1,1,-1.0
смертельный,-2.75,2.0,-1.375
смертность,-3.33333333333333,3.0,-1.11111111111111
смертоносность,-1,1,-1.0
смертоносный,-2.55555555555556,2.0,-1.27777777777778
смертоубийство,-1,1,-1.0
смерть,-1.666666666666667,2.0,-0.8333333333333335
смерч,-1,1,-1.0
смерчевой,-1,1,-1.0
смести,-2.0,3.0,-0.6666666666666666
сметать,-2.666666666666667,5.0,-0.5333333333333334
сметливость,1,1,1.0
сметливый,1,1,1.0
смехотворность,-1,1,-1.0
смехотворный,-1.666666666666667,2.0,-0.8333333333333335
смешать в кучу,-1,1,-1.0
смешать в одну кучу,-1,1,-1.0
смешаться в кучу,-1,1,-1.0
смешаться в одну кучу,-1,1,-1.0
смешаться,-2.0,4.0,-0.5
смешливость,1,1,1.0
смешливый,1,1,1.0
смешной,1.666666666666667,4.0,0.41666666666666674
смещение,-2.0,4.0,-0.5
смеяться,-0.333333333333333,4.0,-0.08333333333333325
сминание,-1,1,-1.0
сминаться,-1,1,-1.0
смирение,1,1,1.0
смиренность,1,1,1.0
смиренный,1,1,1.0
смириться,-1,1,-1.0
смирный,1,1,1.0
смиряться,-1.0,2.0,-0.5
сморозить,-1,1,-1.0
смотреться естественно,1,1,1.0
смошенничать,-1,1,-1.0
смрад,-1,1,-1.0
смрадность,-1,1,-1.0
смрадный,-1,1,-1.0
смурной,-1,1,-1.0
смута,-1,1,-1.0
смутиться,-1,1,-1.0
смутность,-1,1,-1.0
смутный,-1.8888888888888888,2.0,-0.9444444444444444
смутьян,-1,1,-1.0
смухлевать,-1,1,-1.0
смущаться,-1,1,-1.0
смычка,-1.0,2.0,-0.5
смышленость,1,1,1.0
смышленый,1,1,1.0
смятение,-3.0,3.0,-1.0
смяться,-1,1,-1.0
снайперский,0.444444444444444,3.0,0.148148148148148
снегозаносы,-1,1,-1.0
снегопад,-1,1,-1.0
снежный обвал,-1,1,-1.0
снести крышу,-1,1,-1.0
снижается авторитет,-1,1,-1.0
снижается качество,-1,1,-1.0
снижать качество,-1,1,-1.0
снижать оценку,-1,1,-1.0
снижать цену,0,1,0.0
снижение авторитета,-1,1,-1.0
снижение жизнеспособности,-1,1,-1.0
снижение качества,-1,1,-1.0
снижение напряженности,1,1,1.0
снижение оценки,-1,1,-1.0
снижение плодородия,-1,1,-1.0
снижение цен,0,1,0.0
снижение экономической активности,-1,1,-1.0
снизилась цена,0,1,0.0
снизилось качество,-1,1,-1.0
снизился авторитет,-1,1,-1.0
снизить авторитет,-1,1,-1.0
снизить жизнеспособность,-1,1,-1.0
снизить качество,-1,1,-1.0
снизить оценку,-1,1,-1.0
снизить цену,0,1,0.0
снизиться авторитет,-1,1,-1.0
снизиться в цене,0,1,0.0
снизиться жизнеспособность,-1,1,-1.0
сникать,-1,1,-1.0
сникнуть,-3.0,3.0,-1.0
снимать напряжение,2.0,2.0,1.0
снимать шляпу,1,1,1.0
снискание,1,1,1.0
снискать,1,1,1.0
снисходительность,0.0,2.0,0.0
снисходительный,0.0,4.0,0.0
сногсшибательность,1,1,1.0
сногсшибательный,1.666666666666667,2.0,0.8333333333333335
сноровистость,1,1,1.0
сноровистый,1,1,1.0
снос,-1,1,-1.0
сносить крышу,-1,1,-1.0
сносность,1,1,1.0
сносный,1,1,1.0
снять напряжение,2.0,2.0,1.0
собачиться,-1,1,-1.0
соблазн,0.0,2.0,0.0
соблазнительность,1,1,1.0
соблазнительный,2.0,2.0,1.0
соблюдать закон,1,1,1.0
соблюдение закона,1,1,1.0
собственный интерес,0,1,0.0
собутыльник,-1,1,-1.0
собутыльница,-1,1,-1.0
событием не стало,-1,1,-1.0
совать нос,-1,1,-1.0
совать свой нос,-1,1,-1.0
соваться,-1,1,-1.0
совершенно новый,0,1,0.0
совершенность,1,1,1.0
совершенный,1,1,1.0
совершенство,2.33333333333333,2.0,1.166666666666665
совершенствование,1.666666666666667,2.0,0.8333333333333335
совестливость,1,1,1.0
совестливый,1,1,1.0
совестный,1,1,1.0
совесть,1,1,1.0
Совет безопасности,0,1,0.0
Совет по правам человека,0,1,0.0
совковость,-1,1,-1.0
совковый,-1.666666666666667,3.0,-0.5555555555555557
совместная работа,1,1,1.0
совок,-1.0,2.0,-0.5
совратить,-2.0,2.0,-1.0
соврать,-1,1,-1.0
совращать,-2.0,2.0,-1.0
совращение,-2.0,2.0,-1.0
современность,1.0,2.0,0.5
современный мир,0,1,0.0
современный,1.0,3.0,0.3333333333333333
соглядатай,-1,1,-1.0
согрешение,-1,1,-1.0
согрешить,-1,1,-1.0
содержательность,1,1,1.0
содержательный,0.75,2.0,0.375
содом и гоморра,-1,1,-1.0
сожаление,-7.0,7.0,-1.0
сожалеть,-2.0,2.0,-1.0
создавать настроение,1,1,1.0
создавать новое,1,1,1.0
создать настроение,1,1,1.0
создать новое,1,1,1.0
сознавать,1,1,1.0
сознательность,1.0,2.0,0.5
сознательный,0.333333333333333,3.0,0.111111111111111
сознать,1,1,1.0
сойти с рук,-1,1,-1.0
сойти с ума,-1,1,-1.0
сойти,2.0,5.0,0.4
сократить работника,-1,1,-1.0
сократить рабочие места,-1,1,-1.0
сократить сотрудника,-1,1,-1.0
сокращать персонал,-1,1,-1.0
сокращать рабочие  места,-1,1,-1.0
сокращение персонала,-1,1,-1.0
сокращение работника,-1,1,-1.0
сокращение рабочих мест,-1,1,-1.0
сокращение сотрудника,-1,1,-1.0
сокращение штатов,-1,1,-1.0
сокровенность,1,1,1.0
сокровенный,1.666666666666667,2.0,0.8333333333333335
сокровище,3.0,3.0,1.0
сокрушаться,-2.0,2.0,-1.0
сокрушенность,-1,1,-1.0
сокрушенный,-1,1,-1.0
сокрытие,-1.666666666666667,2.0,-0.8333333333333335
солгать,-1,1,-1.0
соленое слово,-1,1,-1.0
соленое словцо,-1,1,-1.0
солидность,1,1,1.0
солидный,2.25,2.0,1.125
солнечный,2.666666666666667,4.0,0.6666666666666667
сомневаться,-1.333333333333333,2.0,-0.6666666666666665
сомнение,-1.333333333333333,2.0,-0.6666666666666665
сомненье,-1,1,-1.0
сомнительность,-1,1,-1.0
сомнительный,-1.7777777777777781,2.0,-0.8888888888888891
сонливость,-1,1,-1.0
сонливый,-1,1,-1.0
сонность,-1,1,-1.0
сонный,-1,1,-1.0
сообразительность,1,1,1.0
сообразительный,1,1,1.0
сообщник,-1,1,-1.0
сообщница,-1,1,-1.0
сообщнический,-1,1,-1.0
соответствовать закону,1,1,1.0
соответствовать мировым нормам,1,1,1.0
соответствовать мировым стандартам,1,1,1.0
сопереживание,2.333333333333333,3.0,0.7777777777777777
сопереживать,2.0,2.0,1.0
сопережить,1,1,1.0
соперник,-1.333333333333333,2.0,-0.6666666666666665
соперница,-1,1,-1.0
соперничество,-1.666666666666667,2.0,-0.8333333333333335
сопливый,-1,1,-1.0
сопляк,-1,1,-1.0
соплячка,-1,1,-1.0
сопротивление,-1.333333333333333,2.0,-0.6666666666666665
сор,-1,1,-1.0
сорванец,-1,1,-1.0
сорить деньгами,-1,1,-1.0
сорить,-1,1,-1.0
сорный,-1,1,-1.0
сорняк,-1.333333333333333,2.0,-0.6666666666666665
сорняковый,-1,1,-1.0
сортирный,-2.0,2.0,-1.0
соскучиться,-1,1,-1.0
сослужить службу,1,1,1.0
сосредоточенность,1,1,1.0
сосредоточенный,1,1,1.0
состояние опьянения,-1,1,-1.0
состоятельный,1.2,2.0,0.6
сострадание,3.125,3.0,1.0416666666666667
сострадать,1,1,1.0
сосунок,-1.0,2.0,-0.5
сотворить,-1,1,-1.0
сотрудничать,1.111111111111111,2.0,0.5555555555555555
сотрудничество,1,1,1.0
сотрясение,-1.7777777777777781,2.0,-0.8888888888888891
соумышленник,-1,1,-1.0
соумышленница,-1,1,-1.0
соучастник,-1,1,-1.0
соучастница,-1,1,-1.0
сочинительство,0.0,2.0,0.0
сочность,1,1,1.0
сочный,2.0,2.0,1.0
сочувственный,3.0,3.0,1.0
сочувствие,4.0,5.0,0.8
сочувствовать,3.0,3.0,1.0
сошка,-1,1,-1.0
союзник,2.0,2.0,1.0
союзница,2.0,2.0,1.0
спад производства,-1,1,-1.0
спад экономики,-1,1,-1.0
спад,-0.666666666666667,2.0,-0.3333333333333335
спазм,-1,1,-1.0
спазма,-1,1,-1.0
спазматический,-1,1,-1.0
спаивание,-1.0,2.0,-0.5
спаивать,0.0,3.0,0.0
спам,-1,1,-1.0
спам-бот,-1,1,-1.0
спамер,-1,1,-1.0
спамерский,-1,1,-1.0
спам-индустрия,-1,1,-1.0
спамовый,-1,1,-1.0
спасиб,1,1,1.0
спасибо за внимание,0,1,0.0
спасибооо,1,1,1.0
спасиибо,1,1,1.0
спасииибо,1,1,1.0
спасительность,1,1,1.0
спасительный,1,1,1.0
спать с кем попало,-1,1,-1.0
спаянность,1,1,1.0
спаянный,1,1,1.0
спекулирование,-1,1,-1.0
спекулянт,-2.0,2.0,-1.0
спекулянтка,-1,1,-1.0
спекулянтский,-1,1,-1.0
спекуляция,-1.666666666666667,3.0,-0.5555555555555557
спелость,1,1,1.0
спелый,1,1,1.0
спереть,-1,1,-1.0
спертость,-1,1,-1.0
спертый,-1,1,-1.0
спесивый,-1,1,-1.0
спесь,-1,1,-1.0
специзолятор,-1,1,-1.0
спешка,-1,1,-1.0
спешность,-1.0,2.0,-0.5
спешный,-1.0,2.0,-0.5
спиваться,-2.44444444444444,2.0,-1.22222222222222
спид,-1,1,-1.0
спирать,-1,1,-1.0
спитый,-1,1,-1.0
спиться,-1,1,-1.0
сплетник,-1,1,-1.0
сплетница,-1,1,-1.0
сплоховать,-1,1,-1.0
сплоченность,1,1,1.0
сплоченный,1,1,1.0
сплутовать,-1,1,-1.0
споить,-1,1,-1.0
спокойная обстановка,1,1,1.0
спокойность,1,1,1.0
спокойный настрой,1,1,1.0
спокойный,5.444444444444444,6.0,0.9074074074074073
спокойствие души,1,1,1.0
спокойствие,3.666666666666667,4.0,0.9166666666666667
спорить трудно,0,1,0.0
спорный,-1,1,-1.0
спорый,1,1,1.0
способный добиться,1,1,1.0
споткнуться,-3.0,3.0,-1.0
спотыкаться,-3.0,3.0,-1.0
Справедливая Россия,0,1,0.0
справедливость,1.333333333333333,2.0,0.6666666666666665
справедливый,2.0,2.0,1.0
спускать деньги,-1,1,-1.0
спустить все деньги,-1,1,-1.0
спустить деньги,-1,1,-1.0
спустить на ветер,-1,1,-1.0
спустя рукава,-2.0,2.0,-1.0
спутать,-4.0,4.0,-1.0
спутаться,-2.0,2.0,-1.0
спутывать,-4.0,4.0,-1.0
спьяну,-1,1,-1.0
сработанность,1,1,1.0
сражать,-2.0,3.0,-0.6666666666666666
сразить,-2.0,3.0,-0.6666666666666666
срака,-1,1,-1.0
срамиться,-1,1,-1.0
сранный,-1,1,-1.0
сраный,-1,1,-1.0
срать,-1,1,-1.0
срач,-1,1,-1.0
среднего пошиба,-1,1,-1.0
среднее арифметическое,0,1,0.0
среднее значение случайной величины,0,1,0.0
среднее медицинское образование,0,1,0.0
среднее многолетнее значение,0,1,0.0
среднее образование,0,1,0.0
среднее общее образование,0,1,0.0
среднее педагогическое образование,0,1,0.0
Среднее Поволжье,0,1,0.0
среднее полное общее образование,0,1,0.0
среднее положение,0,1,0.0
среднее предпринимательство,0,1,0.0
среднее предприятие,0,1,0.0
среднее профессиональное образование,0,1,0.0
среднее профессионально-техническое образование,0,1,0.0
среднее расположение,0,1,0.0
среднее специальное образование,0,1,0.0
среднее специальное учебное заведение,0,1,0.0
среднее техническое образование,0,1,0.0
среднее техническое учебное заведение,0,1,0.0
среднее учебное заведение,0,1,0.0
средненький,-1.25,2.0,-0.625
средние века,0,1,0.0
средние волны,0,1,0.0
средние классы школы,0,1,0.0
Средние Курилы,0,1,0.0
средний бизнес,0,1,0.0
Средний Восток,0,1,0.0
средний год,0,1,0.0
средний доход,0,1,0.0
средний за год,0,1,0.0
средний за месяц,0,1,0.0
средний заработок,0,1,0.0
средний класс,0,1,0.0
средний медицинский персонал,0,1,0.0
средний медперсонал,0,1,0.0
средний палец,0,1,0.0
средний по величине,0,1,0.0
средний по качеству,-1,1,-1.0
средний род,0,1,0.0
Средний Урал,0,1,0.0
средний,-1.0,3.0,-0.3333333333333333
средних лет,0,1,0.0
Средняя Азия,0,1,0.0
средняя величина,0,1,0.0
Средняя Волга,0,1,0.0
средняя заработная плата,0,1,0.0
средняя зарплата,0,1,0.0
средняя норма,0,1,0.0
средняя общеобразовательная школа,0,1,0.0
средняя оплата труда,0,1,0.0
средняя полная школа,0,1,0.0
средняя ставка,0,1,0.0
средняя цена,0,1,0.0
средняя часть,0,1,0.0
средняя школа,0,1,0.0
срочно дорабатывать,-1,1,-1.0
срыв,-4.0,4.0,-1.0
ссадина,-1,1,-1.0
ссаный,-1,1,-1.0
ссать,-2.75,2.0,-1.375
ссора,-2.0,2.0,-1.0
ссориться,-2.11111111111111,2.0,-1.055555555555555
стабилизационный фонд,0,1,0.0
стабилизационный,1.0,2.0,0.5
стабилизация,1,1,1.0
стабилизироваться,1,1,1.0
стабилизоваться,1,1,1.0
стабильность,1.666666666666667,2.0,0.8333333333333335
стабильный,1.333333333333333,2.0,0.6666666666666665
ставить 4,1,1,1.0
ставить 5,1,1,1.0
ставить крест,-1,1,-1.0
ставить на колени,-1,1,-1.0
ставить под вопрос,-1,1,-1.0
ставить под удар,-1,1,-1.0
ставить пять,1,1,1.0
ставить с ног на голову,-1,1,-1.0
ставить четыре,1,1,1.0
стагнационный,-1,1,-1.0
стагнация,-1.0,2.0,-0.5
стагнировать,-1,1,-1.0
стагфляция,-1,1,-1.0
сталинистский,-1,1,-1.0
сталинщина,-1,1,-1.0
сталкивать с пути,-1,1,-1.0
стальная выдержка,1,1,1.0
стальной характер,1,1,1.0
стальной,1.0,4.0,0.25
становиться дешевле,1,1,1.0
становиться дороже,-1,1,-1.0
старательность,1,1,1.0
старательный,1,1,1.0
старейший,1.0,3.0,0.3333333333333333
старенький,0,1,0.0
староватый,-1,1,-1.0
старозаветность,-1,1,-1.0
старозаветный,-1,1,-1.0
старомодность,-1,1,-1.0
старомодный,-1.333333333333333,2.0,-0.6666666666666665
старость,-1,1,-1.0
старый,-1.0,6.0,-0.16666666666666666
статейка,-1,1,-1.0
статист в чужой игре,-1,1,-1.0
статист,-1.0,2.0,-0.5
статность,1,1,1.0
статный,1,1,1.0
стать дешевле,1,1,1.0
стать дороже,-1,1,-1.0
стачечник,-1,1,-1.0
стачечница,-1,1,-1.0
стачечный,-1,1,-1.0
стачка,-1,1,-1.0
сташнивать,-1,1,-1.0
стеб,1,1,1.0
стебать,1,1,1.0
стебаться,1,1,1.0
стенокардический,-1,1,-1.0
стенокардия,-1,1,-1.0
стерва,-1,1,-1.0
стервец,-1,1,-1.0
стервоза,-1,1,-1.0
стервозный,-1,1,-1.0
стереотипность,-1,1,-1.0
стереотипный,-2.0,2.0,-1.0
стертость,-1,1,-1.0
стертый,-1,1,-1.0
стеснение,-1,1,-1.0
стеснительность,-1,1,-1.0
стеснительный,-3.0,3.0,-1.0
стесняться,-1.333333333333333,2.0,-0.6666666666666665
стесняшка,1,1,1.0
стибрить,-1,1,-1.0
стильность,1,1,1.0
стильный,1,1,1.0
стимулировать бизнес,1,1,1.0
стихийщик,-1,1,-1.0
стихия,-1,1,-1.0
стойкий,1.666666666666667,2.0,0.8333333333333335
стойкость,2.66666666666667,2.0,1.333333333333335
стоит опробовать,1,1,1.0
стоит поробовать,1,1,1.0
стоит признать,1,1,1.0
стоит приобрести,1,1,1.0
стоит своих денег,1,1,1.0
стоит того чтобы,1,1,1.0
