220222;000000;419.8;485.8;348.2;479.8;9240415
220224;000000;429.2;429.2;235;309;5102571
220225;000000;277.2;366.4;277.2;296;3471329
220329;000000;299.8;534.4;299;510;3370260
220330;000000;596;699.8;530.4;559.4;5816792
220331;000000;564;596;510.6;567;2579556
220401;000000;578;578.8;530;556.2;1238278
220404;000000;563.2;565;515;536;1117648
220405;000000;543;543.2;476.8;502.2;1303779
220406;000000;502.2;550;483;502;1799072
220407;000000;502;524.6;490;492;757546
220408;000000;506;523;486;497.8;854444
220411;000000;520.4;520.4;486;488;514762
220412;000000;489.8;490.8;454.8;468.8;529586
220413;000000;465.8;481.8;457.6;466.8;393778
220414;000000;468.4;473.6;426;430.2;562180
220415;000000;425.4;440.2;407.8;422.6;475414
220418;000000;424.4;467.4;423;426;927099
220419;000000;429.6;442.8;400.2;422;681876
220420;000000;434.6;459.6;413;437.8;1006404
220421;000000;440.4;444.4;421.6;425.4;325361
220422;000000;425.4;441;411.2;416.8;378375
220425;000000;409.6;425;360.2;370.6;843064
220426;000000;370;390;358.4;378.2;1100035
220427;000000;383;432;378.2;432;1700973
220428;000000;441.4;457;401;404;2897541
220429;000000;403;416.6;390.2;399;811832
220504;000000;404;417.8;386;386.8;635802
220505;000000;395;396;380;386;383293
220506;000000;387.8;388.8;370;374.6;325089
220511;000000;376;383.6;362.2;370;304582
220512;000000;371;371;326.4;338.4;513335
220513;000000;349.8;349.8;333.2;339;204558
220516;000000;345;355;341.2;349;284738
220517;000000;358;365;350.2;357.2;276895
220518;000000;362;384.4;355.4;375.2;563871
220519;000000;377.2;379.8;360;361.6;219465
220520;000000;363;370;349;350.2;331022
220523;000000;355.2;368.8;341;345;287436
220524;000000;349;349;324;335.6;264982
220525;000000;340.4;344.8;335.6;344.8;172799
220526;000000;346.8;364.4;345;351.4;424824
220527;000000;352;357;342.2;347;245180
220530;000000;348.8;357.8;340;340.2;254313
220531;000000;333.8;343;331.6;336;210962
220601;000000;336.4;346;331;333.4;256646
220602;000000;333;337.4;325.2;328.8;289643
220603;000000;330;330.6;303.8;307.8;567239
